14011.0:278.0
14012.0:321.0
14013.0:320.0
14014.0:306.0
14015.0:277.0
14016.0:259.0
14017.0:266.0
14018.0:259.0
14019.0:270.0
14020.0:246.0
14021.0:271.0
14022.0:271.0
14023.0:302.0
14024.0:271.0
14025.0:278.0
14026.0:233.0
14027.0:224.0
14028.0:167.0
14029.0:231.0
14030.0:400.0
14031.0:647.0
14032.0:502.0
14033.0:292.0
14034.0:170.0
14035.0:167.0
14036.0:172.0
14037.0:187.0
14038.0:227.0
14039.0:250.0
14040.0:278.0
14041.0:288.0
14042.0:325.0
14043.0:317.0
14044.0:333.0
14045.0:321.0
14046.0:353.0
14047.0:320.0
14048.0:337.0
14049.0:307.0
14050.0:323.0
14051.0:297.0
14052.0:323.0
14053.0:319.0
14054.0:330.0
14055.0:321.0
14056.0:317.0
14057.0:331.0
14058.0:352.0
14059.0:409.0
14060.0:406.0
14061.0:426.0
14062.0:391.0
14063.0:418.0
14064.0:390.0
14065.0:424.0
14066.0:424.0
14067.0:521.0
14068.0:544.0
14069.0:578.0
14070.0:531.0
14071.0:524.0
14072.0:470.0
14073.0:464.0
14074.0:452.0
14075.0:469.0
14076.0:481.0
14077.0:507.0
14078.0:525.0
14079.0:525.0
14080.0:537.0
14081.0:506.0
14082.0:513.0
14083.0:487.0
14084.0:529.0
14085.0:508.0
14086.0:551.0
14087.0:523.0
14088.0:561.0
14089.0:498.0
14090.0:482.0
14091.0:428.0
14092.0:449.0
14093.0:412.0
14094.0:417.0
14095.0:399.0
14096.0:384.0
14097.0:355.0
14098.0:326.0
14099.0:307.0
14100.0:272.0
14101.0:262.0
14102.0:232.0
14103.0:250.0
14104.0:222.0
14105.0:249.0
14106.0:209.0
14107.0:217.0
14108.0:241.0
14109.0:493.0
14110.0:662.0
14111.0:519.0
14112.0:295.0
14113.0:220.0
14114.0:194.0
14115.0:228.0
14116.0:227.0
14117.0:234.0
14118.0:252.0
14119.0:265.0
14120.0:281.0
14121.0:220.0
14122.0:146.0
14123.0:90.0
14124.0:129.0
14125.0:106.0
14126.0:125.0
14127.0:162.0
14128.0:248.0
14129.0:286.0
14130.0:337.0
14131.0:389.0
14132.0:456.0
14133.0:475.0
14134.0:503.0
14135.0:504.0
14136.0:471.0
14137.0:419.0
14138.0:381.0
14139.0:372.0
14140.0:350.0
14141.0:432.0
14142.0:459.0
14143.0:410.0
14144.0:300.0
14145.0:276.0
14146.0:289.0
14147.0:368.0
14148.0:381.0
14149.0:436.0
14150.0:469.0
14151.0:561.0
14152.0:620.0
14153.0:660.0
14154.0:675.0
14155.0:681.0
14156.0:656.0
14157.0:617.0
14158.0:610.0
14159.0:593.0
14160.0:589.0
14161.0:559.0
14162.0:547.0
14163.0:497.0
14164.0:491.0
14165.0:454.0
14166.0:489.0
14167.0:481.0
14168.0:538.0
14169.0:501.0
14170.0:504.0
14171.0:439.0
14172.0:454.0
14173.0:411.0
14174.0:414.0
14175.0:375.0
14176.0:387.0
14177.0:378.0
14178.0:392.0
14179.0:415.0
14180.0:408.0
14181.0:394.0
14182.0:355.0
14183.0:366.0
14184.0:338.0
14185.0:357.0
14186.0:342.0
14187.0:392.0
14188.0:344.0
14189.0:338.0
14190.0:281.0
14191.0:427.0
14192.0:659.0
14193.0:658.0
14194.0:400.0
14195.0:256.0
14196.0:166.0
14197.0:194.0
14198.0:254.0
14199.0:337.0
14200.0:403.0
14201.0:455.0
14202.0:517.0
14203.0:499.0
14204.0:511.0
14205.0:460.0
14206.0:458.0
14207.0:415.0
14208.0:409.0
14209.0:352.0
14210.0:374.0
14211.0:338.0
14212.0:317.0
14213.0:261.0
14214.0:263.0
14215.0:262.0
14216.0:289.0
14217.0:309.0
14218.0:335.0
14219.0:360.0
14220.0:358.0
14221.0:385.0
14222.0:376.0
14223.0:418.0
14224.0:421.0
14225.0:472.0
14226.0:467.0
14227.0:517.0
14228.0:480.0
14229.0:461.0
14230.0:387.0
14231.0:364.0
14232.0:306.0
14233.0:295.0
14234.0:246.0
14235.0:222.0
14236.0:191.0
14237.0:184.0
14238.0:178.0
14239.0:153.0
14240.0:65.0
14241.0:17.0
14242.0:5.0
14243.0:1.0
14244.0:29.0
14245.0:43.0
14246.0:105.0
14247.0:106.0
14248.0:145.0
14249.0:124.0
14250.0:159.0
14251.0:154.0
14252.0:157.0
14253.0:130.0
14254.0:191.0
14255.0:262.0
14256.0:331.0
14257.0:355.0
14258.0:385.0
14259.0:403.0
14260.0:412.0
14261.0:439.0
14262.0:454.0
14263.0:489.0
14264.0:562.0
14265.0:663.0
14266.0:658.0
14267.0:681.0
14268.0:620.0
14269.0:636.0
14270.0:583.0
14271.0:595.0
14272.0:553.0
14273.0:537.0
14274.0:468.0
14275.0:451.0
14276.0:397.0
14277.0:388.0
14278.0:478.0
14279.0:733.0
14280.0:903.0
14281.0:692.0
14282.0:496.0
14283.0:378.0
14284.0:397.0
14285.0:361.0
14286.0:368.0
14287.0:314.0
14288.0:320.0
14289.0:266.0
14290.0:280.0
14291.0:232.0
14292.0:248.0
14293.0:209.0
14294.0:217.0
14295.0:176.0
14296.0:195.0
14297.0:229.0
14298.0:309.0
14299.0:359.0
14300.0:410.0
14301.0:430.0
14302.0:420.0
14303.0:421.0
14304.0:371.0
14305.0:391.0
14306.0:381.0
14307.0:436.0
14308.0:412.0
14309.0:443.0
14310.0:403.0
14311.0:423.0
14312.0:379.0
14313.0:382.0
14314.0:335.0
14315.0:331.0
14316.0:306.0
14317.0:313.0
14318.0:322.0
14319.0:331.0
14320.0:332.0
14321.0:317.0
14322.0:344.0
14323.0:331.0
14324.0:369.0
14325.0:349.0
14326.0:385.0
14327.0:346.0
14328.0:359.0
14329.0:314.0
14330.0:324.0
14331.0:288.0
14332.0:302.0
14333.0:277.0
14334.0:317.0
14335.0:338.0
14336.0:385.0
14337.0:419.0
14338.0:486.0
14339.0:521.0
14340.0:517.0
14341.0:518.0
14342.0:507.0
14343.0:522.0
14344.0:441.0
14345.0:354.0
14346.0:256.0
14347.0:218.0
14348.0:148.0
14349.0:133.0
14350.0:51.0
14351.0:45.0
14352.0:98.0
14353.0:201.0
14354.0:205.0
14355.0:220.0
14356.0:236.0
14357.0:457.0
14358.0:564.0
14359.0:352.0
14360.0:132.0
14361.0:103.0
14362.0:139.0
14363.0:167.0
14364.0:233.0
14365.0:278.0
14366.0:347.0
14367.0:374.0
14368.0:456.0
14369.0:475.0
14370.0:576.0
14371.0:630.0
14372.0:688.0
14373.0:639.0
14374.0:655.0
14375.0:620.0
14376.0:617.0
14377.0:568.0
14378.0:541.0
14379.0:509.0
14380.0:480.0
14381.0:474.0
14382.0:491.0
14383.0:500.0
14384.0:470.0
14385.0:481.0
14386.0:410.0
14387.0:348.0
14388.0:228.0
14389.0:171.0
14390.0:105.0
14391.0:120.0
14392.0:109.0
14393.0:161.0
14394.0:158.0
14395.0:227.0
14396.0:210.0
14397.0:161.0
14398.0:49.0
14399.0:16.0
14400.0:1.0
14401.0:0.0
14402.0:4.0
14403.0:67.0
14404.0:213.0
14405.0:314.0
14406.0:459.0
14407.0:576.0
14408.0:700.0
14409.0:734.0
14410.0:802.0
14411.0:775.0
14412.0:795.0
14413.0:704.0
14414.0:644.0
14415.0:537.0
14416.0:480.0
14417.0:459.0
14418.0:474.0
14419.0:454.0
14420.0:483.0
14421.0:574.0
14422.0:611.0
14423.0:581.0
14424.0:480.0
14425.0:447.0
14426.0:415.0
14427.0:414.0
14428.0:378.0
14429.0:408.0
14430.0:430.0
14431.0:492.0
14432.0:466.0
14433.0:503.0
14434.0:575.0
14435.0:815.0
14436.0:915.0
14437.0:674.0
14438.0:406.0
14439.0:197.0
14440.0:92.0
14441.0:46.0
14442.0:17.0
14443.0:5.0
14444.0:0.0
14445.0:0.0
14446.0:0.0
14447.0:0.0
14448.0:13.0
14449.0:37.0
14450.0:95.0
14451.0:107.0
14452.0:139.0
14453.0:82.0
14454.0:59.0
14455.0:70.0
14456.0:163.0
14457.0:230.0
14458.0:344.0
14459.0:412.0
14460.0:527.0
14461.0:596.0
14462.0:647.0
14463.0:682.0
14464.0:696.0
14465.0:704.0
14466.0:646.0
14467.0:612.0
14468.0:540.0
14469.0:532.0
14470.0:479.0
14471.0:499.0
14472.0:394.0
14473.0:373.0
14474.0:273.0
14475.0:271.0
14476.0:214.0
14477.0:242.0
14478.0:211.0
14479.0:267.0
14480.0:241.0
14481.0:274.0
14482.0:256.0
14483.0:257.0
